review_id,question_id,field,question_value,requirement,reviewer_id,label,evidence_source,evidence_quote,reason
R47fa2dbf7c82,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R47fa2dbf7c82,Q04,outcome,신뢰,CORE,,,,,
R47fa2dbf7c82,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R7dea2bba6f18,Q04,population,사용자,CORE,,,,,
R7dea2bba6f18,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R7dea2bba6f18,Q04,outcome,신뢰,CORE,,,,,
R7dea2bba6f18,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rb4fdbd6065f9,Q04,population,사용자,CORE,,,,,
Rb4fdbd6065f9,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rb4fdbd6065f9,Q04,outcome,신뢰,CORE,,,,,
Rb4fdbd6065f9,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R850126bdbe02,Q04,population,사용자,CORE,,,,,
R850126bdbe02,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R850126bdbe02,Q04,outcome,신뢰,CORE,,,,,
R850126bdbe02,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rd1613abc7cb1,Q04,population,사용자,CORE,,,,,
Rd1613abc7cb1,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rd1613abc7cb1,Q04,outcome,신뢰,CORE,,,,,
Rd1613abc7cb1,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Ra9c069eb003b,Q04,population,사용자,CORE,,,,,
Ra9c069eb003b,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Ra9c069eb003b,Q04,outcome,신뢰,CORE,,,,,
Ra9c069eb003b,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rbcf33abeca17,Q04,population,사용자,CORE,,,,,
Rbcf33abeca17,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rbcf33abeca17,Q04,outcome,신뢰,CORE,,,,,
Rbcf33abeca17,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R5fc7b319a69f,Q04,population,사용자,CORE,,,,,
R5fc7b319a69f,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R5fc7b319a69f,Q04,outcome,신뢰,CORE,,,,,
R5fc7b319a69f,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rc5c2202fce63,Q04,population,사용자,CORE,,,,,
Rc5c2202fce63,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rc5c2202fce63,Q04,outcome,신뢰,CORE,,,,,
Rc5c2202fce63,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R9356ec483558,Q04,population,사용자,CORE,,,,,
R9356ec483558,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R9356ec483558,Q04,outcome,신뢰,CORE,,,,,
R9356ec483558,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R0c5ea2fe33ac,Q04,population,사용자,CORE,,,,,
R0c5ea2fe33ac,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R0c5ea2fe33ac,Q04,outcome,신뢰,CORE,,,,,
R0c5ea2fe33ac,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R7213f1eac869,Q04,population,사용자,CORE,,,,,
R7213f1eac869,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R7213f1eac869,Q04,outcome,신뢰,CORE,,,,,
R7213f1eac869,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R77fe5b32480d,Q04,population,사용자,CORE,,,,,
R77fe5b32480d,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R77fe5b32480d,Q04,outcome,신뢰,CORE,,,,,
R77fe5b32480d,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R73b5f159d5fa,Q04,population,사용자,CORE,,,,,
R73b5f159d5fa,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R73b5f159d5fa,Q04,outcome,신뢰,CORE,,,,,
R73b5f159d5fa,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R0a9d31273bef,Q04,population,사용자,CORE,,,,,
R0a9d31273bef,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R0a9d31273bef,Q04,outcome,신뢰,CORE,,,,,
R0a9d31273bef,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rda862c3a1b6e,Q04,population,사용자,CORE,,,,,
Rda862c3a1b6e,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rda862c3a1b6e,Q04,outcome,신뢰,CORE,,,,,
Rda862c3a1b6e,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rdd622b039e8a,Q04,population,사용자,CORE,,,,,
Rdd622b039e8a,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rdd622b039e8a,Q04,outcome,신뢰,CORE,,,,,
Rdd622b039e8a,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rb588ffefa068,Q04,population,사용자,CORE,,,,,
Rb588ffefa068,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rb588ffefa068,Q04,outcome,신뢰,CORE,,,,,
Rb588ffefa068,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rc3b21cc2cec7,Q04,population,사용자,CORE,,,,,
Rc3b21cc2cec7,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rc3b21cc2cec7,Q04,outcome,신뢰,CORE,,,,,
Rc3b21cc2cec7,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rfc0159dab5d4,Q04,population,사용자,CORE,,,,,
Rfc0159dab5d4,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rfc0159dab5d4,Q04,outcome,신뢰,CORE,,,,,
Rfc0159dab5d4,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R70ddac6bb64b,Q04,population,사용자,CORE,,,,,
R70ddac6bb64b,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R70ddac6bb64b,Q04,outcome,신뢰,CORE,,,,,
R70ddac6bb64b,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R53ffdaa14225,Q04,population,사용자,CORE,,,,,
R53ffdaa14225,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R53ffdaa14225,Q04,outcome,신뢰,CORE,,,,,
R53ffdaa14225,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rb30585b57c8f,Q04,population,사용자,CORE,,,,,
Rb30585b57c8f,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rb30585b57c8f,Q04,outcome,신뢰,CORE,,,,,
Rb30585b57c8f,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R8b3042993615,Q04,population,사용자,CORE,,,,,
R8b3042993615,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R8b3042993615,Q04,outcome,신뢰,CORE,,,,,
R8b3042993615,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R28f5c774599d,Q04,population,사용자,CORE,,,,,
R28f5c774599d,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R28f5c774599d,Q04,outcome,신뢰,CORE,,,,,
R28f5c774599d,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rc5ab402bb879,Q04,population,사용자,CORE,,,,,
Rc5ab402bb879,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rc5ab402bb879,Q04,outcome,신뢰,CORE,,,,,
Rc5ab402bb879,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Ra05c278dde1d,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra05c278dde1d,Q05,comparator,language models without retrieval,CORE,,,,,
Ra05c278dde1d,Q05,outcome,hallucinations,CORE,,,,,
Ra05c278dde1d,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R84de73b14942,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R84de73b14942,Q05,comparator,language models without retrieval,CORE,,,,,
R84de73b14942,Q05,outcome,hallucinations,CORE,,,,,
R84de73b14942,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Re99e74024cea,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Re99e74024cea,Q05,comparator,language models without retrieval,CORE,,,,,
Re99e74024cea,Q05,outcome,hallucinations,CORE,,,,,
Re99e74024cea,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R2ee3c9d21523,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R2ee3c9d21523,Q05,comparator,language models without retrieval,CORE,,,,,
R2ee3c9d21523,Q05,outcome,hallucinations,CORE,,,,,
R2ee3c9d21523,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R21a5dc1e3f77,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R21a5dc1e3f77,Q05,comparator,language models without retrieval,CORE,,,,,
R21a5dc1e3f77,Q05,outcome,hallucinations,CORE,,,,,
R21a5dc1e3f77,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rcad9cdbf4257,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rcad9cdbf4257,Q05,comparator,language models without retrieval,CORE,,,,,
Rcad9cdbf4257,Q05,outcome,hallucinations,CORE,,,,,
Rcad9cdbf4257,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rf3882a5206b1,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rf3882a5206b1,Q05,comparator,language models without retrieval,CORE,,,,,
Rf3882a5206b1,Q05,outcome,hallucinations,CORE,,,,,
Rf3882a5206b1,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ra0d07dda60a2,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra0d07dda60a2,Q05,comparator,language models without retrieval,CORE,,,,,
Ra0d07dda60a2,Q05,outcome,hallucinations,CORE,,,,,
Ra0d07dda60a2,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rb4b174b4bb85,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rb4b174b4bb85,Q05,comparator,language models without retrieval,CORE,,,,,
Rb4b174b4bb85,Q05,outcome,hallucinations,CORE,,,,,
Rb4b174b4bb85,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ref0b9fccd750,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ref0b9fccd750,Q05,comparator,language models without retrieval,CORE,,,,,
Ref0b9fccd750,Q05,outcome,hallucinations,CORE,,,,,
Ref0b9fccd750,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R889f0a64f1a0,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R889f0a64f1a0,Q05,comparator,language models without retrieval,CORE,,,,,
R889f0a64f1a0,Q05,outcome,hallucinations,CORE,,,,,
R889f0a64f1a0,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R0480ef2054c9,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R0480ef2054c9,Q05,comparator,language models without retrieval,CORE,,,,,
R0480ef2054c9,Q05,outcome,hallucinations,CORE,,,,,
R0480ef2054c9,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rae07ede2ffdb,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rae07ede2ffdb,Q05,comparator,language models without retrieval,CORE,,,,,
Rae07ede2ffdb,Q05,outcome,hallucinations,CORE,,,,,
Rae07ede2ffdb,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R1bec2c78e257,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R1bec2c78e257,Q05,comparator,language models without retrieval,CORE,,,,,
R1bec2c78e257,Q05,outcome,hallucinations,CORE,,,,,
R1bec2c78e257,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ra673eef77727,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra673eef77727,Q05,comparator,language models without retrieval,CORE,,,,,
Ra673eef77727,Q05,outcome,hallucinations,CORE,,,,,
Ra673eef77727,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Re4f836632941,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Re4f836632941,Q05,comparator,language models without retrieval,CORE,,,,,
Re4f836632941,Q05,outcome,hallucinations,CORE,,,,,
Re4f836632941,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ra3091c0d45c0,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra3091c0d45c0,Q05,comparator,language models without retrieval,CORE,,,,,
Ra3091c0d45c0,Q05,outcome,hallucinations,CORE,,,,,
Ra3091c0d45c0,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ra2ef40c33476,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra2ef40c33476,Q05,comparator,language models without retrieval,CORE,,,,,
Ra2ef40c33476,Q05,outcome,hallucinations,CORE,,,,,
Ra2ef40c33476,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R97496c66e92d,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R97496c66e92d,Q05,comparator,language models without retrieval,CORE,,,,,
R97496c66e92d,Q05,outcome,hallucinations,CORE,,,,,
R97496c66e92d,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R1c015b2c2315,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R1c015b2c2315,Q05,comparator,language models without retrieval,CORE,,,,,
R1c015b2c2315,Q05,outcome,hallucinations,CORE,,,,,
R1c015b2c2315,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R21c359d6ac9c,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R21c359d6ac9c,Q05,comparator,language models without retrieval,CORE,,,,,
R21c359d6ac9c,Q05,outcome,hallucinations,CORE,,,,,
R21c359d6ac9c,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R10a278326935,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R10a278326935,Q05,comparator,language models without retrieval,CORE,,,,,
R10a278326935,Q05,outcome,hallucinations,CORE,,,,,
R10a278326935,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ra7c8388bcb17,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ra7c8388bcb17,Q05,comparator,language models without retrieval,CORE,,,,,
Ra7c8388bcb17,Q05,outcome,hallucinations,CORE,,,,,
Ra7c8388bcb17,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R6919ffdc1be7,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R6919ffdc1be7,Q05,comparator,language models without retrieval,CORE,,,,,
R6919ffdc1be7,Q05,outcome,hallucinations,CORE,,,,,
R6919ffdc1be7,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R5ffa75cb0ef8,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R5ffa75cb0ef8,Q05,comparator,language models without retrieval,CORE,,,,,
R5ffa75cb0ef8,Q05,outcome,hallucinations,CORE,,,,,
R5ffa75cb0ef8,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R4b26c435a0fe,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R4b26c435a0fe,Q05,comparator,language models without retrieval,CORE,,,,,
R4b26c435a0fe,Q05,outcome,hallucinations,CORE,,,,,
R4b26c435a0fe,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rafec338b63de,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rafec338b63de,Q05,comparator,language models without retrieval,CORE,,,,,
Rafec338b63de,Q05,outcome,hallucinations,CORE,,,,,
Rafec338b63de,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R793a13404957,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R793a13404957,Q05,comparator,language models without retrieval,CORE,,,,,
R793a13404957,Q05,outcome,hallucinations,CORE,,,,,
R793a13404957,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rd399d21902c3,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rd399d21902c3,Q05,comparator,language models without retrieval,CORE,,,,,
Rd399d21902c3,Q05,outcome,hallucinations,CORE,,,,,
Rd399d21902c3,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R73dd99f7ac92,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R73dd99f7ac92,Q05,comparator,language models without retrieval,CORE,,,,,
R73dd99f7ac92,Q05,outcome,hallucinations,CORE,,,,,
R73dd99f7ac92,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rc10c2ffd5f0f,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rc10c2ffd5f0f,Q05,comparator,language models without retrieval,CORE,,,,,
Rc10c2ffd5f0f,Q05,outcome,hallucinations,CORE,,,,,
Rc10c2ffd5f0f,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R74882c6030ab,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R74882c6030ab,Q05,comparator,language models without retrieval,CORE,,,,,
R74882c6030ab,Q05,outcome,hallucinations,CORE,,,,,
R74882c6030ab,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R2f22e3ba771e,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R2f22e3ba771e,Q05,comparator,language models without retrieval,CORE,,,,,
R2f22e3ba771e,Q05,outcome,hallucinations,CORE,,,,,
R2f22e3ba771e,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R0d5b57194e54,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R0d5b57194e54,Q05,comparator,language models without retrieval,CORE,,,,,
R0d5b57194e54,Q05,outcome,hallucinations,CORE,,,,,
R0d5b57194e54,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R124d208a2502,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R124d208a2502,Q05,comparator,language models without retrieval,CORE,,,,,
R124d208a2502,Q05,outcome,hallucinations,CORE,,,,,
R124d208a2502,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Ree49c4918f4f,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Ree49c4918f4f,Q05,comparator,language models without retrieval,CORE,,,,,
Ree49c4918f4f,Q05,outcome,hallucinations,CORE,,,,,
Ree49c4918f4f,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rb25d2e9013fd,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Rb25d2e9013fd,Q05,comparator,language models without retrieval,CORE,,,,,
Rb25d2e9013fd,Q05,outcome,hallucinations,CORE,,,,,
Rb25d2e9013fd,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R896333c221de,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R896333c221de,Q05,comparator,language models without retrieval,CORE,,,,,
R896333c221de,Q05,outcome,hallucinations,CORE,,,,,
R896333c221de,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R6008c2573ac3,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R6008c2573ac3,Q05,comparator,language models without retrieval,CORE,,,,,
R6008c2573ac3,Q05,outcome,hallucinations,CORE,,,,,
R6008c2573ac3,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R37641824d1d1,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R37641824d1d1,Q05,comparator,language models without retrieval,CORE,,,,,
R37641824d1d1,Q05,outcome,hallucinations,CORE,,,,,
R37641824d1d1,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R9c222c77e455,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R9c222c77e455,Q05,comparator,language models without retrieval,CORE,,,,,
R9c222c77e455,Q05,outcome,hallucinations,CORE,,,,,
R9c222c77e455,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R5c2d9c0f1c5b,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R5c2d9c0f1c5b,Q05,comparator,language models without retrieval,CORE,,,,,
R5c2d9c0f1c5b,Q05,outcome,hallucinations,CORE,,,,,
R5c2d9c0f1c5b,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R337147683416,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R337147683416,Q05,comparator,language models without retrieval,CORE,,,,,
R337147683416,Q05,outcome,hallucinations,CORE,,,,,
R337147683416,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R07e5aa4fa4ba,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R07e5aa4fa4ba,Q05,comparator,language models without retrieval,CORE,,,,,
R07e5aa4fa4ba,Q05,outcome,hallucinations,CORE,,,,,
R07e5aa4fa4ba,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Re4bcdc65ce5a,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
Re4bcdc65ce5a,Q05,comparator,language models without retrieval,CORE,,,,,
Re4bcdc65ce5a,Q05,outcome,hallucinations,CORE,,,,,
Re4bcdc65ce5a,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R92021af0614f,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R92021af0614f,Q05,comparator,language models without retrieval,CORE,,,,,
R92021af0614f,Q05,outcome,hallucinations,CORE,,,,,
R92021af0614f,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R88ca3f2d497f,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R88ca3f2d497f,Q05,comparator,language models without retrieval,CORE,,,,,
R88ca3f2d497f,Q05,outcome,hallucinations,CORE,,,,,
R88ca3f2d497f,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R8fbde83d4232,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R8fbde83d4232,Q05,comparator,language models without retrieval,CORE,,,,,
R8fbde83d4232,Q05,outcome,hallucinations,CORE,,,,,
R8fbde83d4232,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R142ead220016,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R142ead220016,Q05,comparator,language models without retrieval,CORE,,,,,
R142ead220016,Q05,outcome,hallucinations,CORE,,,,,
R142ead220016,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
R92cff1f2f643,Q05,intervention_or_phenomenon,retrieval augmented generation,CORE,,,,,
R92cff1f2f643,Q05,comparator,language models without retrieval,CORE,,,,,
R92cff1f2f643,Q05,outcome,hallucinations,CORE,,,,,
R92cff1f2f643,Q05,relation,Does retrieval augmented generation reduce hallucinations compared with language models without retrieval?,CORE,,,,,
Rc953ca0bdeed,Q06,population,소프트웨어 개발자,CORE,,,,,
Rc953ca0bdeed,Q06,intervention_or_phenomenon,원격 근무,CORE,,,,,
Rc953ca0bdeed,Q06,outcome,생산성,CORE,,,,,
Rc953ca0bdeed,Q06,relation,원격 근무가 소프트웨어 개발자의 생산성에 미치는 영향,CORE,,,,,
R0865940123f9,Q06,population,소프트웨어 개발자,CORE,,,,,
R0865940123f9,Q06,intervention_or_phenomenon,원격 근무,CORE,,,,,
R0865940123f9,Q06,outcome,생산성,CORE,,,,,
R0865940123f9,Q06,relation,원격 근무가 소프트웨어 개발자의 생산성에 미치는 영향,CORE,,,,,
Rdf320bc78b05,Q06,population,소프트웨어 개발자,CORE,,,,,
Rdf320bc78b05,Q06,intervention_or_phenomenon,원격 근무,CORE,,,,,
Rdf320bc78b05,Q06,outcome,생산성,CORE,,,,,
Rdf320bc78b05,Q06,relation,원격 근무가 소프트웨어 개발자의 생산성에 미치는 영향,CORE,,,,,
R0518426a75f6,Q06,population,소프트웨어 개발자,CORE,,,,,
R0518426a75f6,Q06,intervention_or_phenomenon,원격 근무,CORE,,,,,
